organisation,latitude,longitude,hectares,end-date
local-authority-eng:SHF,53.393863,-1.462423,0.47,
local-authority-eng:SHF,53.385951,-1.505543,0.15,
local-authority-eng:SHF,53.385934,-1.503297,0.08,
local-authority-eng:SHF,53.365544,-1.4701,0.04,
local-authority-eng:SHF,53.408961,-1.430001,0.38,
local-authority-eng:SHF,53.386539,-1.474427,0.47,
local-authority-eng:SHF,53.325255,-1.364936,0.04,
local-authority-eng:SHF,53.382006,-1.464445,0.44,
local-authority-eng:SHF,53.386524,-1.410984,0.03,
local-authority-eng:SHF,53.363884,-1.506951,0.1,
local-authority-eng:SHF,53.420689,-1.501175,0.16,
local-authority-eng:SHF,53.390296,-1.50527,0.38,
local-authority-eng:SHF,53.394191,-1.427728,0.5,
local-authority-eng:SHF,53.39048,-1.419329,0.74,
local-authority-eng:SHF,53.360133,-1.42551,0.41,
local-authority-eng:SHF,53.377568,-1.477671,0.12,
local-authority-eng:SHF,53.376627,-1.465257,0.08,
local-authority-eng:SHF,53.387484,-1.465064,0.33,
local-authority-eng:SHF,53.386771,-1.463479,0.27,
local-authority-eng:SHF,53.386706,-1.464316,0.1,
local-authority-eng:SHF,53.383985,-1.4754,0.87,
local-authority-eng:SHF,53.382833,-1.448516,1.08,
local-authority-eng:SHF,53.476329,-1.602339,0.22,
local-authority-eng:SHF,53.362566,-1.474262,0.21,
local-authority-eng:SHF,53.418057,-1.434186,0.05,
local-authority-eng:SHF,53.380768,-1.477691,0.05,
local-authority-eng:SHF,53.364052,-1.536504,2.34,
local-authority-eng:SHF,53.401277,-1.493377,0.18,
local-authority-eng:SHF,53.327835,-1.350197,0.97,
local-authority-eng:SHF,53.443656,-1.548038,4.38,
local-authority-eng:SHF,53.387363,-1.428626,4.23,
local-authority-eng:SHF,53.322621,-1.367446,0.15,
local-authority-eng:SHF,53.455853,-1.464475,0.08,
local-authority-eng:SHF,53.383905,-1.464537,0.03,
local-authority-eng:SHF,53.379975,-1.486059,0.1,
local-authority-eng:SHF,53.367139,-1.479023,0.38,
local-authority-eng:SHF,53.369219,-1.458899,3.28,
local-authority-eng:SHF,53.313615,-1.54146,0.31,
local-authority-eng:SHF,53.36427,-1.493451,0.51,
local-authority-eng:SHF,53.376276,-1.38978,0.36,
local-authority-eng:SHF,53.376304,-1.512357,0.45,
local-authority-eng:SHF,53.393717,-1.525433,0.19,
local-authority-eng:SHF,53.376211,-1.492856,0.05,
local-authority-eng:SHF,53.374205,-1.473794,0.17,
local-authority-eng:SHF,53.367183,-1.496966,0.21,
local-authority-eng:SHF,53.407096,-1.452855,0.01,
local-authority-eng:SHF,53.378046,-1.471305,0.07,
local-authority-eng:SHF,53.381647,-1.473637,0.07,
local-authority-eng:SHF,53.370465,-1.500375,0.14,
local-authority-eng:SHF,53.380475,-1.480596,0.05,
local-authority-eng:SHF,53.391417,-1.48313,0.03,
local-authority-eng:SHF,53.368505,-1.498129,0.04,
local-authority-eng:SHF,53.475132,-1.46591,0.1,
local-authority-eng:SHF,53.387721,-1.498261,0.06,
local-authority-eng:SHF,53.378981,-1.488549,0.12,
local-authority-eng:SHF,53.416786,-1.421707,0.05,
local-authority-eng:SHF,53.38334,-1.465269,0.16,
local-authority-eng:SHF,53.37686,-1.469696,0.11,
local-authority-eng:SHF,53.422643,-1.418784,0.08,
local-authority-eng:SHF,53.369831,-1.455737,1.33,
local-authority-eng:SHF,53.376952,-1.50003,0.16,
local-authority-eng:SHF,53.352835,-1.481599,0.04,
local-authority-eng:SHF,53.384128,-1.452828,0.44,
local-authority-eng:SHF,53.359756,-1.477496,0.06,
local-authority-eng:SHF,53.383081,-1.467085,0.02,
local-authority-eng:SHF,53.372513,-1.421087,0.13,
local-authority-eng:SHF,53.390754,-1.431292,0.04,
local-authority-eng:SHF,53.41186,-1.505785,0.07,
local-authority-eng:SHF,53.474526,-1.486692,0.72,
local-authority-eng:SHF,53.383796,-1.406273,0.61,
local-authority-eng:SHF,53.361836,-1.5054,0.83,
local-authority-eng:SHF,53.390076,-1.467469,1.69,
local-authority-eng:SHF,53.395567,-1.471201,1.49,
local-authority-eng:SHF,53.39196,-1.423908,6.48,
local-authority-eng:SHF,53.376341,-1.470305,0.09,
local-authority-eng:SHF,53.386527,-1.473345,0.19,
local-authority-eng:SHF,53.380978,-1.465404,0.71,
local-authority-eng:SHF,53.3819,-1.465371,0.2,
local-authority-eng:SHF,53.383755,-1.472524,0.84,
local-authority-eng:SHF,53.38799,-1.46927,0.26,
local-authority-eng:SHF,53.387113,-1.478065,1.01,
local-authority-eng:SHF,53.432934,-1.471735,0.19,
local-authority-eng:SHF,53.437612,-1.530444,4.84,
local-authority-eng:SHF,53.386696,-1.407147,1.58,
local-authority-eng:SHF,53.393737,-1.477316,2,
local-authority-eng:SHF,53.387917,-1.476808,0.9,
local-authority-eng:SHF,53.394688,-1.422746,1.07,
local-authority-eng:SHF,53.385094,-1.410782,1.1,
local-authority-eng:SHF,53.371609,-1.422562,6.1,
local-authority-eng:SHF,53.481634,-1.600824,0.73,
local-authority-eng:SHF,53.478411,-1.563737,0.89,
local-authority-eng:SHF,53.474857,-1.561618,24.68,
local-authority-eng:SHF,53.421239,-1.473176,0.58,
local-authority-eng:SHF,53.427299,-1.477478,0.95,
local-authority-eng:SHF,53.425371,-1.482458,1.18,
local-authority-eng:SHF,53.368066,-1.454925,1.21,
local-authority-eng:SHF,53.342162,-1.393979,6.49,
local-authority-eng:SHF,53.392892,-1.48122,2.41,
local-authority-eng:SHF,53.382179,-1.476872,0.33,
local-authority-eng:SHF,53.36146,-1.426898,2.82,
local-authority-eng:SHF,53.38649,-1.470464,0.49,
local-authority-eng:SHF,53.385449,-1.478448,0.28,
local-authority-eng:SHF,53.390256,-1.477487,0.46,
local-authority-eng:SHF,53.390327,-1.469702,0.66,
local-authority-eng:SHF,53.390884,-1.470605,0.91,
local-authority-eng:SHF,53.409436,-1.477525,0.44,
local-authority-eng:SHF,53.373562,-1.528362,0.21,
local-authority-eng:SHF,53.351324,-1.483098,0.24,
local-authority-eng:SHF,53.394264,-1.502455,0.04,
local-authority-eng:SHF,53.339997,-1.451489,0.02,
local-authority-eng:SHF,53.36744,-1.468803,0.02,
local-authority-eng:SHF,53.384312,-1.469498,0.01,
local-authority-eng:SHF,53.384296,-1.469851,0.03,
local-authority-eng:SHF,53.395435,-1.504382,0.06,
local-authority-eng:SHF,53.36166,-1.462958,0.29,
local-authority-eng:SHF,53.360271,-1.461618,0.2,
local-authority-eng:SHF,53.47987,-1.579461,0.08,
local-authority-eng:SHF,53.383473,-1.470132,0.01,
local-authority-eng:SHF,53.375168,-1.494611,0.33,
local-authority-eng:SHF,53.38466,-1.467872,0.06,
local-authority-eng:SHF,53.396297,-1.489321,0.08,
local-authority-eng:SHF,53.388944,-1.478816,0.08,
local-authority-eng:SHF,53.372172,-1.485268,0.46,
local-authority-eng:SHF,53.384389,-1.478337,0.02,
local-authority-eng:SHF,53.324429,-1.365617,0.21,
local-authority-eng:SHF,53.357592,-1.447401,0.05,
local-authority-eng:SHF,53.368532,-1.485823,0.02,
local-authority-eng:SHF,53.382681,-1.46538,0.09,
local-authority-eng:SHF,53.383517,-1.488036,0.11,
local-authority-eng:SHF,53.369507,-1.48941,0.17,
local-authority-eng:SHF,53.384551,-1.46978,0.04,
local-authority-eng:SHF,53.374388,-1.477795,0.19,
local-authority-eng:SHF,53.384307,-1.470724,0.16,
local-authority-eng:SHF,53.388088,-1.472727,0.08,
local-authority-eng:SHF,53.387736,-1.475847,0.1,
local-authority-eng:SHF,53.387413,-1.476521,0.2,
local-authority-eng:SHF,53.389889,-1.468741,0.3,
local-authority-eng:SHF,53.38673,-1.477427,0.4,
local-authority-eng:THE,51.715369,-0.439487,0.42,
local-authority-eng:THE,51.706985,-0.416329,0.13,
local-authority-eng:THE,51.699013,-0.418633,0.53,
local-authority-eng:THE,51.694598,-0.410019,0.57,
local-authority-eng:THE,51.68887,-0.442192,1.97,
local-authority-eng:THE,51.68121,-0.492575,0.15,
local-authority-eng:THE,51.651753,-0.431496,0.09,
local-authority-eng:THE,51.648024,-0.45134,0.17,
local-authority-eng:THE,51.648017,-0.440008,1.45,
local-authority-eng:THE,51.638705,-0.477236,0.29,
local-authority-eng:THE,51.63859,-0.471185,0.08,
local-authority-eng:THE,51.653695,-0.518063,1.68,
local-authority-eng:THE,51.636437,-0.468093,0.12,
local-authority-eng:THE,51.630827,-0.474379,0.8,
local-authority-eng:THE,51.615784,-0.412081,0.63,
local-authority-eng:THE,51.634835,-0.392645,0.35,
local-authority-eng:THE,51.626883,-0.401623,1.99,
local-authority-eng:THE,51.623429,-0.39104,0.56,
local-authority-eng:THE,51.616841,-0.392573,0.27,
local-authority-eng:THE,51.637176,-0.469643,0.04,
local-authority-eng:THE,51.717352,-0.433063,0.38,
local-authority-eng:THE,51.619702,-0.407235,0.07,
local-authority-eng:THE,51.626369,-0.502498,3.18,
local-authority-eng:THE,51.641264,-0.46728,0.61,
local-authority-eng:THE,51.640411,-0.473609,0.11,
local-authority-eng:THE,51.640067,-0.473447,0.31,
local-authority-eng:THE,51.618631,-0.383453,0.72,
local-authority-eng:THE,51.713081,-0.442518,30.93,
local-authority-eng:THE,51.711388,-0.414149,0.41,
local-authority-eng:BRT,52.931521,-1.269068,0.32,
local-authority-eng:BRT,52.931678,-1.271252,1.09,
local-authority-eng:BRT,53.01916,-1.299296,7.47,
local-authority-eng:BRT,52.919478,-1.210537,1.32,
local-authority-eng:BRT,53.010909,-1.30554,0.28,
local-authority-eng:BRT,52.912681,-1.250618,94.57,
local-authority-eng:BRT,52.919886,-1.222026,2.23,
local-authority-eng:BRT,52.921294,-1.191882,14.68,
local-authority-eng:BRT,52.924167,-1.282252,0.3,
local-authority-eng:BRT,52.92067,-1.195329,12.95,
local-authority-eng:BRT,52.929078,-1.242198,3.52,
local-authority-eng:BRT,52.92175,-1.219673,1.79,
local-authority-eng:BRT,52.935157,-1.261121,0.51,
local-authority-eng:BRT,52.921922,-1.206268,1.19,
local-authority-eng:BRT,52.917385,-1.209459,19.55,
local-authority-eng:BRT,53.007591,-1.307024,3.57,
local-authority-eng:BRT,52.929489,-1.218254,0.06,
local-authority-eng:BRT,52.999719,-1.261137,4.44,
local-authority-eng:BRT,53.017196,-1.299984,0.24,
local-authority-eng:BRT,52.922284,-1.221731,0.09,
local-authority-eng:BRT,52.997018,-1.244764,0.07,
local-authority-eng:BRT,52.929262,-1.217931,0.03,
local-authority-eng:BRT,52.92588,-1.214809,1.39,
local-authority-eng:MAS,53.14,-1.19,0.76,
local-authority-eng:MAS,53.21,-1.17,1.05,
local-authority-eng:MAS,53.14,-1.21,0.7,
local-authority-eng:MAS,53.14,-1.21,0.97,
local-authority-eng:MSS,50.92323,-0.14731,1.35,
local-authority-eng:MSS,51.056944,-0.136103,0.3,
local-authority-eng:MSS,50.998839,-0.093558,0.39,
local-authority-eng:MSS,51.12935,-0.016511,0.06,
local-authority-eng:MSS,51.052554,-0.201047,0.2,
local-authority-eng:MSS,51.129188,-0.017981,0.13,
local-authority-eng:MSS,51.137651,-0.023602,0.16,
local-authority-eng:MSS,50.923682,-0.147712,0.31,
local-authority-eng:MSS,51.132984,-0.017115,0.12,
local-authority-eng:MSS,50.935004,-0.179633,0.01,
local-authority-eng:MSS,51.137567,-0.020526,0.12,
local-authority-eng:MSS,51.048224,-0.078983,0.09,
local-authority-eng:MSS,51.126514,-0.013917,0.09,
local-authority-eng:MSS,51.126318,-0.002947,0.17,
local-authority-eng:MSS,50.956772,-0.123343,0.38,
local-authority-eng:MSS,50.956532,-0.130306,0.05,
local-authority-eng:MSS,50.968884,-0.134559,10.5,
local-authority-eng:MSS,51.113287,0.016109,1.6,
local-authority-eng:MSS,50.923034,-0.133209,0.8,
local-authority-eng:MSS,51.015602,-0.12951,0.64,
local-authority-eng:MSS,51.124948,-0.087948,0.18,
local-authority-eng:MSS,50.955767,-0.150613,0.19,
local-authority-eng:MSS,51.136254,-0.034132,0.18,
local-authority-eng:MSS,50.955335,-0.132888,2.27,
local-authority-eng:MSS,50.995863,-0.089138,0.48,
local-authority-eng:MSS,50.953938,-0.133988,0.21,
local-authority-eng:MSS,50.954845,-0.149561,4.4,
local-authority-eng:MSS,51.12564,-0.009771,0.15,
local-authority-eng:MSS,50.996669,-0.094641,0.25,
local-authority-eng:MSS,50.997021,-0.118305,0.8,
local-authority-eng:MSS,50.965738,-0.117664,0.13,
local-authority-eng:MSS,51.128854,-0.017904,0.25,
local-authority-eng:MSS,51.002329,-0.107105,0.08,
local-authority-eng:MSS,51.054297,-0.037694,3.19,
local-authority-eng:MSS,51.127362,-0.016105,0.1,
local-authority-eng:MSS,50.962985,-0.141091,0.4,
local-authority-eng:MSS,50.955994,-0.150401,0.18,
local-authority-eng:MSS,50.995203,-0.098827,0.6,
local-authority-eng:MSS,51.124903,-0.007594,0.1,
local-authority-eng:MSS,50.956008,-0.135053,0.79,
local-authority-eng:MSS,51.129711,-0.013974,0.05,
local-authority-eng:MSS,51.051029,-0.200215,0.16,
local-authority-eng:MSS,51.129526,-0.016812,0.14,
local-authority-eng:MSS,51.034438,-0.20428,2.3,
local-authority-eng:MSS,51.003694,-0.106278,0.01,
local-authority-eng:MSS,51.124805,-0.009883,0.5,
local-authority-eng:MSS,51.126008,-0.009934,0.44,
local-authority-eng:MSS,51.126315,-0.004768,0.18,
local-authority-eng:MSS,50.996503,-0.198234,0.3,
local-authority-eng:MSS,50.955946,-0.135635,0.24,
local-authority-eng:MSS,50.952991,-0.128577,1.75,
local-authority-eng:MSS,50.959312,-0.123408,0.42,
local-authority-eng:MSS,51.003802,-0.10413,0.62,
local-authority-eng:MSS,51.130299,-0.003648,0.42,
local-authority-eng:MSS,50.956901,-0.129538,0.4,
local-authority-eng:NOR,52.239076,-0.909323,0.41,
local-authority-eng:NOR,52.227805,-0.889384,13.61,
local-authority-eng:NOR,52.261465,-0.851218,2.66,
local-authority-eng:NOR,52.269257,-0.814142,3.23,
local-authority-eng:NOR,52.271068,-0.874267,4.93,
local-authority-eng:NOR,52.265848,-0.894085,1.83,
local-authority-eng:NOR,52.268849,-0.904459,5.57,
local-authority-eng:NOR,52.237643,-0.905585,2.12,
local-authority-eng:NOR,52.248941,-0.822736,0.64,
local-authority-eng:NOR,52.242887,-0.890483,1.03,
local-authority-eng:NOR,52.241607,-0.891616,1.17,
local-authority-eng:NOR,52.257371,-0.82728,1.17,
local-authority-eng:NOR,52.244493,-0.913337,2.54,
local-authority-eng:NOR,52.253527,-0.899042,0.79,
local-authority-eng:NOR,52.243534,-0.880405,0.05,
local-authority-eng:NOR,52.243956,-0.893019,0.04,
local-authority-eng:NOR,52.244851,-0.896225,0.03,
local-authority-eng:NOR,52.243256,-0.90401,0.08,
local-authority-eng:NOR,52.264334,-0.898411,0.52,
local-authority-eng:NOR,52.236645,-0.930323,10.18,
local-authority-eng:NOR,52.230871,-0.892813,0.36,
local-authority-eng:NOR,52.248124,-0.904308,0.16,
local-authority-eng:NOR,52.250347,-0.896364,0.36,
local-authority-eng:NOR,52.25526,-0.943593,1.09,
local-authority-eng:NOR,52.237005,-0.893082,0.18,
local-authority-eng:NOR,52.237937,-0.891867,0.14,
local-authority-eng:NOR,52.239658,-0.889995,0.06,
local-authority-eng:NOR,52.236229,-0.914483,0.14,
local-authority-eng:NOR,52.242925,-0.890077,0.15,
local-authority-eng:NOR,52.237773,-0.89767,0.05,
local-authority-eng:NOR,52.243293,-0.95774,2.74,
local-authority-eng:NOR,52.241112,-0.890553,0.17,
local-authority-eng:NOR,52.206022,-0.874267,0.55,
local-authority-eng:NOR,52.240971,-0.883189,0.1,
local-authority-eng:NOR,52.259466,-0.834669,2.24,
local-authority-eng:NOR,52.258332,-0.833644,1.8,
local-authority-eng:NOR,52.235871,-0.901913,1.17,
local-authority-eng:NOR,52.273208,-0.882501,27.5,
local-authority-eng:NOR,52.251196,-0.891068,6.02,
local-authority-eng:NOR,52.239253,-0.896101,0.21,
local-authority-eng:NOR,52.240119,-0.893599,0.42,
local-authority-eng:NOR,52.224425,-0.844418,6.92,
local-authority-eng:NOR,52.239412,-0.904144,0.12,
local-authority-eng:NOR,52.267272,-0.858339,0.27,
local-authority-eng:NOR,52.191897,-0.899397,0.52,
local-authority-eng:NOR,52.253649,-0.919623,0.15,
local-authority-eng:NOR,52.253708,-0.921694,0.18,
local-authority-eng:NOR,52.255856,-0.917248,0.2,
local-authority-eng:NOR,52.260062,-0.921759,0.16,
local-authority-eng:NOR,52.225878,-0.915142,0.13,
local-authority-eng:NOR,52.240718,-0.888427,0.08,
local-authority-eng:NOR,52.252556,-0.902722,1.1,
local-authority-eng:NOR,52.239926,-0.895398,1.74,
local-authority-eng:NOR,52.26488,-0.86483,0.19,
local-authority-eng:NOR,52.255828,-0.892104,0.15,
local-authority-eng:NOR,52.258659,-0.900017,0.06,
local-authority-eng:NOR,52.248077,-0.928337,0.71,
local-authority-eng:NOR,52.25711,-0.918974,0.16,
local-authority-eng:NOR,52.239033,-0.909572,0.23,
local-authority-eng:NOR,52.255619,-0.892156,0.19,
local-authority-eng:NOR,52.236337,-0.891899,0.08,
local-authority-eng:NOR,52.241805,-0.898346,0.02,
local-authority-eng:NOR,52.248765,-0.89868,0.04,
local-authority-eng:NOR,52.242713,-0.894114,0.03,
local-authority-eng:NOR,52.238908,-0.888895,0.05,
local-authority-eng:NOR,52.239345,-0.889874,0.01,
local-authority-eng:NOR,52.245049,-0.881774,0.02,
local-authority-eng:RIC,51.441506,-0.347001,0.03,
local-authority-eng:RIC,51.488064,-0.237921,17.98,
local-authority-eng:RIC,51.442234,-0.346298,0.07,
local-authority-eng:RIC,51.455881,-0.30327,0.06,
local-authority-eng:RIC,51.450575,-0.378191,0.11,
local-authority-eng:RIC,51.452894,-0.334528,0.03,
local-authority-eng:RIC,51.413429,-0.309589,0.2,
local-authority-eng:RIC,51.450526,-0.329289,1.18,
local-authority-eng:RIC,51.447961,-0.330361,0.01,
local-authority-eng:RIC,51.429123,-0.353935,0.01,
local-authority-eng:RIC,51.447689,-0.341654,0.02,
local-authority-eng:RIC,51.427997,-0.29655,2.53,
local-authority-eng:RIC,51.412111,-0.310515,0.05,
local-authority-eng:RIC,51.47053,-0.253686,0.1,
local-authority-eng:RIC,51.425989,-0.339635,0.01,
local-authority-eng:RIC,51.463579,-0.303921,0.12,
local-authority-eng:RIC,51.467694,-0.253449,0.01,
local-authority-eng:RIC,51.426268,-0.332663,0.22,
local-authority-eng:RIC,51.428974,-0.321257,1.8,
local-authority-eng:RIC,51.419151,-0.311017,0.52,
local-authority-eng:RIC,51.458852,-0.294883,0.24,
local-authority-eng:RIC,51.460656,-0.3039,0.15,
local-authority-eng:RIC,51.415237,-0.365421,0.26,
local-authority-eng:RIC,51.474203,-0.286291,0.05,
local-authority-eng:RIC,51.42645,-0.334109,0.02,
local-authority-eng:RIC,51.417979,-0.370515,0.11,
local-authority-eng:RIC,51.451013,-0.340785,9.38,
local-authority-eng:RIC,51.468347,-0.287979,0.12,
local-authority-eng:RIC,51.474585,-0.240384,0.07,
local-authority-eng:RIC,51.446843,-0.346045,0.23,
local-authority-eng:RIC,51.452128,-0.359944,0.42,
local-authority-eng:RIC,51.455091,-0.35067,9.72,
local-authority-eng:RIC,51.438055,-0.315528,4.31,
local-authority-eng:RIC,51.432431,-0.30906,3.98,
local-authority-eng:RIC,51.436846,-0.307803,1.55,
local-authority-eng:RIC,51.463203,-0.300926,1.96,
local-authority-eng:RIC,51.409666,-0.371558,3.77,
local-authority-eng:RIC,51.459575,-0.308748,0.15,
local-authority-eng:RIC,51.466822,-0.286985,2.64,
local-authority-eng:RIC,51.470158,-0.267983,8.77,
local-authority-eng:RIC,51.46933,-0.266157,0.08,
local-authority-eng:RIC,51.478495,-0.276596,0.44,
local-authority-eng:RIC,51.452128,-0.359944,0.69,
local-authority-eng:RIC,51.467153,-0.256349,1.44,
local-authority-eng:RIC,51.415014,-0.365544,0.28,
local-authority-eng:RIC,51.414538,-0.370105,0.12,
local-authority-eng:RIC,51.465838,-0.262273,0.17,
local-authority-eng:RIC,51.427415,-0.332995,0.06,
local-authority-eng:RIC,51.433179,-0.345086,0.63,
local-authority-eng:RIC,51.449431,-0.331344,0.17,
local-authority-eng:RIC,51.447883,-0.327428,0.18,
local-authority-eng:RIC,51.447994,-0.329568,0.23,
local-authority-eng:RIC,51.445665,-0.328286,1.06,
local-authority-eng:TEI,50.549666,-3.493556,0.26,
local-authority-eng:TEI,50.534055,-3.62634,0.12,
local-authority-eng:TEI,50.539478,-3.512244,0.47,
local-authority-eng:TEI,50.581501,-3.466864,0.04,
local-authority-eng:TEI,50.520522,-3.620994,1.14,
local-authority-eng:TEI,50.563403,-3.474195,0.73,
local-authority-eng:TEI,50.579893,-3.476659,0.04,
local-authority-eng:TEI,50.529387,-3.613397,0.18,
local-authority-eng:TEI,50.547112,-3.501281,0.08,
local-authority-eng:TEI,50.560596,-3.656862,26.45,
local-authority-eng:TEI,50.546009,-3.496856,0.03,
local-authority-eng:TEI,50.530122,-3.612942,0.04,
local-authority-eng:TEI,50.583095,-3.464526,0.14,
local-authority-eng:TEI,50.581506,-3.674489,0.51,
local-authority-eng:TEI,50.571299,-3.471419,2.8,
local-authority-eng:TEI,50.598504,-3.468594,11.11,
local-authority-eng:TEI,50.524153,-3.611469,2.73,
local-authority-eng:TEI,50.515665,-3.623578,0.25,
local-authority-eng:TEI,50.598318,-3.44605,0.47,
local-authority-eng:TEI,50.581915,-3.474674,0.15,
local-authority-eng:TEI,50.544517,-3.590992,0.98,
local-authority-eng:TEI,50.584795,-3.468139,1.14,
local-authority-eng:TEI,50.583243,-3.686247,0.32,
local-authority-eng:TEI,50.528841,-3.605434,0.06,
local-authority-eng:TEI,50.581825,-3.470391,0.02,
local-authority-eng:TEI,50.556392,-3.488079,0.23,
local-authority-eng:TEI,50.530443,-3.600804,0.1,
local-authority-eng:TEI,50.587106,-3.68096,0.42,
local-authority-eng:TEI,50.558749,-3.603853,0.66,
local-authority-eng:TEI,50.529619,-3.617454,5.6,
local-authority-eng:TEI,50.52406,-3.621369,0.7,
local-authority-eng:TEI,50.531135,-3.612525,4.5,
local-authority-eng:TEI,50.545274,-3.497369,0.32,
local-authority-eng:TOB,50.3982,-3.55662,4.53,
local-authority-eng:TOB,50.395,-3.56542,0.14,
local-authority-eng:TOB,50.4003,-3.51716,0.29,
local-authority-eng:TOB,50.3926,-3.51733,0.32,
local-authority-eng:TOB,50.3919,-3.51997,0.19,
local-authority-eng:TOB,50.3903,-3.50852,0.15,
local-authority-eng:TOB,50.3839,-3.52697,0.2,
local-authority-eng:TOB,50.3836,-3.51482,0.21,
local-authority-eng:TOB,50.3831,-3.51356,0.79,
local-authority-eng:TOB,50.447564,-3.55617,0.17,
local-authority-eng:TOB,50.4445,-3.56002,0.04,
local-authority-eng:TOB,50.4431,-3.56155,0.15,
local-authority-eng:TOB,50.4381,-3.57341,0.21,
local-authority-eng:TOB,50.4387,-3.55921,0.03,
local-authority-eng:TOB,50.4363,-3.56549,0.89,
local-authority-eng:TOB,50.4367,-3.55959,0.17,
local-authority-eng:TOB,50.4361,-3.56194,1.33,
local-authority-eng:TOB,50.4352,-3.56367,0.27,
local-authority-eng:TOB,50.4347,-3.56708,0.04,
local-authority-eng:TOB,50.4333,-3.56444,2.94,
local-authority-eng:TOB,50.4314,-3.55896,0.24,
local-authority-eng:TOB,50.4309,-3.55537,0.36,
local-authority-eng:TOB,50.4298,-3.55639,0.04,
local-authority-eng:TOB,50.4243,-3.5901,2.98,
local-authority-eng:TOB,50.4137,-3.57704,0.37,
local-authority-eng:TON,51.186923,0.276448,1.68,
local-authority-eng:WEA,50.865374,0.201156,0.4,
local-authority-eng:WEA,51.046492,0.17659,2.04,
local-authority-eng:WEA,51.059274,0.165315,0.08,
local-authority-eng:WEA,50.863689,0.259642,0.09,
local-authority-eng:WEA,50.960718,0.263207,0.28,
local-authority-eng:WEA,50.973835,0.263916,0.32,
local-authority-eng:WEA,50.945006,0.077915,0.86,
local-authority-eng:WEA,50.973112,0.092972,0.97,
local-authority-eng:WEA,51.058959,0.162903,0.04,
local-authority-eng:WEA,50.964016,0.167575,0.19,
local-authority-eng:WEA,50.974129,0.268247,0.48,
local-authority-eng:WEA,50.979027,0.093152,1.2,
local-authority-eng:WEA,50.819957,0.291208,0.28,
local-authority-eng:WEA,50.887538,0.253758,5.21,
local-authority-eng:WEA,50.853898,0.253883,1.54,
local-authority-eng:WEA,50.879761,0.246118,1.47,
local-authority-eng:WEA,51.048451,0.191563,0.9,
local-authority-eng:WEA,51.058418,0.167344,0.74,
local-authority-eng:WEA,50.971381,0.243798,3.5,
local-authority-eng:WEA,50.975279,0.266465,2.13,
local-authority-eng:WEA,51.054867,0.159501,0.25,
local-authority-eng:WND,51.472366,-0.17753,0.23,
local-authority-eng:WND,51.474161,-0.155988,0.02,
local-authority-eng:WND,51.473176,-0.15911,1.9,
local-authority-eng:WND,51.446461,-0.146166,0.07,
local-authority-eng:WND,51.47731,-0.146976,0.17,
local-authority-eng:WND,51.433633,-0.162411,0.1,
local-authority-eng:WND,51.420854,-0.167037,0.07,
local-authority-eng:WND,51.441478,-0.154081,0.07,
local-authority-eng:WND,51.4633,-0.215423,0.07,
local-authority-eng:WND,51.42299,-0.161011,0.06,
local-authority-eng:WND,51.48138,-0.148467,0.92,
local-authority-eng:WND,51.479586,-0.168789,0.54,
local-authority-eng:WND,51.481733,-0.144593,15.2,
local-authority-eng:WND,51.481733,-0.144593,15.2,
local-authority-eng:WND,51.436708,-0.171064,33.26,
local-authority-eng:WND,51.445255,-0.160923,0.04,
local-authority-eng:WND,51.46866,-0.177994,0.43,
local-authority-eng:WND,51.463542,-0.215399,0.04,
local-authority-eng:WND,51.471687,-0.172561,0.29,
local-authority-eng:WND,51.437079,-0.18738,0.03,
local-authority-eng:WND,51.465564,-0.180738,0.19,
local-authority-eng:WND,51.482025,-0.137524,2.1,
local-authority-eng:WND,51.480025,-0.138398,24.57,
local-authority-eng:WND,51.47893,-0.146507,2.96,
local-authority-eng:WND,51.464528,-0.215764,0.35,
local-authority-eng:WND,51.480166,-0.14843,1.27,
local-authority-eng:WND,51.458274,-0.192587,2.62,
local-authority-eng:WND,51.461556,-0.190787,1.41,
local-authority-eng:WND,51.461887,-0.170994,2.27,
local-authority-eng:WND,51.461266,-0.188927,1,
local-authority-eng:WND,51.466526,-0.179577,0.82,
local-authority-eng:WND,51.471213,-0.143566,0.04,
local-authority-eng:WND,51.459291,-0.171774,0.01,
local-authority-eng:WND,51.484269,-0.127639,0.74,
local-authority-eng:WND,51.42516,-0.141749,0.2,
local-authority-eng:WND,51.478895,-0.139178,1.04,
local-authority-eng:WND,51.480733,-0.135402,5.23,
local-authority-eng:WND,51.480725,-0.133242,1.07,
local-authority-eng:WND,51.467765,-0.17888,0.79,
local-authority-eng:WND,51.47809,-0.142293,0.26,
local-authority-eng:WND,51.4524,-0.155483,0.22,
local-authority-eng:WND,51.428839,-0.166401,0.11,
local-authority-eng:WND,51.459507,-0.179294,0.04,
local-authority-eng:WND,51.462003,-0.200545,0.14,
local-authority-eng:WND,51.427957,-0.166926,0.19,
local-authority-eng:WND,51.460894,-0.195694,0.34,
local-authority-eng:WND,51.479107,-0.138349,0.32,
local-authority-eng:WND,51.465287,-0.214813,0.04,
local-authority-eng:WND,51.456111,-0.191679,0.67,
local-authority-eng:WND,51.482443,-0.134353,5.71,
local-authority-eng:WND,51.444604,-0.15266,0.25,
local-authority-eng:WND,51.475225,-0.136289,0.15,
local-authority-eng:WND,51.42417,-0.166286,0.04,
local-authority-eng:WND,51.465762,-0.156024,0.03,
